message;severity;node;stamp;location
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478363.214676110";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478363.248834756";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478363.281660633";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478363.314861421";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478363.349565433";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478363.381910818";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478363.414674446";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478363.447878359";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478363.481534680";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478363.514693802";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478363.547867923";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478363.581601993";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478363.614444661";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478363.648814513";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478363.682116382";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478363.715326419";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478363.748075506";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478363.782327234";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478363.814673203";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478363.851837467";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478363.881429355";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478363.914526477";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478363.948506752";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478363.983292430";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478364.014464334";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478364.048892641";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478364.081440146";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478364.115092175";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478364.147869093";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478364.181405249";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478364.214768074";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478364.247870820";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478364.281750428";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478364.314472681";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478364.348378580";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478364.381867736";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478364.415103522";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478364.448316141";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478364.481348972";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478364.514421427";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478364.547737211";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478364.581264992";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478364.614417070";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478364.648689755";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478364.681294968";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478364.715122452";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478364.747792622";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478364.781136239";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478364.814390316";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478364.847789182";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478364.881754706";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478364.915128489";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478364.947847741";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478364.981193192";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478365.015107549";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478365.048147128";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478365.081215873";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478365.114446033";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478365.148093977";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478365.181488967";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478365.214425631";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478365.247787663";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478365.281370650";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478365.314562560";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478365.348079881";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478365.381809282";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478365.414462659";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478365.447776775";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478365.481644424";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478365.514404383";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478365.547712166";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478365.581199613";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478365.614379648";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478365.649162198";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478365.681215544";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478365.715015277";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478365.747850026";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478365.781584219";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478365.814552049";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478365.848219576";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478365.881301029";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478365.914426982";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478365.947835264";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478365.981954366";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478366.014456621";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478366.047780152";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478366.081226890";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478366.114496381";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478366.147779788";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478366.181263066";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478366.215735746";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478366.247740091";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478366.281562239";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478366.314540984";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478366.347780350";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478366.381140340";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478366.414642743";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478366.449918117";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478366.483598226";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478366.515559072";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478366.548902978";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478366.583284034";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478366.617579757";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478366.652366681";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478366.683366543";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478366.715469594";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478366.751757535";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478366.782599941";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478366.816480088";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478366.852395743";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478366.883593102";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478366.915556864";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478366.948758564";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478366.983548988";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478367.015339086";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478367.048864571";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478367.082003438";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478367.117866051";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478367.149232613";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478367.182652642";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478367.216437456";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478367.249096164";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478367.283314804";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478367.315833806";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478367.349104587";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478367.383774095";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478367.415953644";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478367.449594586";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478367.482229211";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478367.515297578";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478367.549397887";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478367.582846540";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478367.615990824";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478367.655882870";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478367.689684892";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478367.723770034";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478367.749830977";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478367.788262714";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478367.816179500";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478367.850531097";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478367.882685313";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478367.916224548";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478367.949613535";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478367.983018147";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478368.015836977";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478368.049384252";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478368.083801513";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478368.116645300";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478368.148915388";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478368.183052570";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478368.217407040";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478368.248760727";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478368.282504623";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478368.315475200";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478368.348880561";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478368.384395178";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478368.415863821";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478368.449061144";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478368.484711592";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478368.515632161";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478368.549202728";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478368.582566422";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
